Nama_Obat;Manufacturer;Content;Indications;Contraindications;Adverse_Reactions;Diseases;MIMS_Class
Simris;Simex;Ibuprofen;Reduce fever in childn. Relief mild to moderate pain eg, toothache or tooth extraction, headache, post-op pain, rheumatic pain of bone & joint, sprain.;Hypersensitivity. Severe & active peptic ulcer. Patients who have asthma, rhinitis or urticaria after using acetosal or other NSAIDs. Third trimester of pregnancy.;Nausea, vomiting, indigestion, diarrhea, constipation, gastric pain, burning sensation on the upper abdominal, gastric bleeding, skin rash, bronchospasm, reduced visual acuity, temporary color blindness.;"Cancer Pain; Headache; Migraine Headache; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Influenza (Pediatric); Rheumatic Fever - Acute; Rhinosinusitis - Acute, Bacterial; Rhinosinusitis - Acute, Bacterial (Pediatric); Tonsillopharyngitis - Acute; Tonsillopharyngitis - Acute (Pediatric); Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis; Tendinopathy; Mumps.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Solasic;Solas;Mefenamic acid;Pain due to rheumatic conditions, soft tissue injury, musculoskeletal conditions, dysmenorrhea, headache, toothache, post-op.;GI ulceration, inflammatory bowel disease, renal or hepatic impairment.;Diarrhea, nausea, vomiting, GI disturbances & bleeding.;"Cancer Pain; Headache; Migraine Headache; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Psoriatic Arthritis; Heavy Menstrual Bleeding.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Spedifen;Zambon;Ibuprofen (as arginine);"Relief of pain of various etiology (headache, pain after tooth extraction & post-op pain), primary dysmenorrhea; RA, OA, musculoskeletal & traumatic alterations implying pain & inflammation.";Hypersensitivity to other NSAIDs. Active & recurrent peptic ulcer or risk of GI hemorrhage, ulcerative colitis, serious liver &/or kidney failure. History of asthma, rhinitis, urticaria, nasal polyps & angioedema.;"Nausea, vomiting, dyspepsia, gastric pyrosis, abdominal pain, diarrhea, intestinal microlesions, ulcerative activation & hemorrhages. Rash, urticaria & exanthema with or without itching; signs of hepatic dysfunction & anaphylactic phenomena. With prolonged use, alterations of the blood corpuscular elements & water retention with possible onset of swellings & edemas.";"Cancer Pain; Headache; Migraine Headache; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Influenza (Pediatric); Rheumatic Fever - Acute; Rhinosinusitis - Acute, Bacterial; Rhinosinusitis - Acute, Bacterial (Pediatric); Tonsillopharyngitis - Acute; Tonsillopharyngitis - Acute (Pediatric); Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis; Tendinopathy; Mumps.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Stirolac;Ifars;Ketorolac trometamol;Short-term management of moderate post-op pain.;"Hypersensitivity to ketorolac or other NSAIDs. Active peptic ulcer, cerebrovascular disease, hemorrhagic diatheses including coagulation disorders, hypovolemia; history of asthma, patients under-op with high risk of hemorrhage haemostasis, on anticoagulant including low dose heparin (2500-5000 U every 12 hour); suspected or confirmed cerebrovascular bleeding, complete or partial nasal polyps syndrome, angioedema or bronchospasm; history of SJS or vesicular bullous rash. Concomitant use with oxpentifylline, probenecid, other NSAIDs. Neuraxial (epidural or intrathecal) administration; prophylaxis before major surgery or intra-op when haemostasis is critical due to increased bleeding risk. Moderate to severe renal impairment (serum creatinine >160 mumol/L). Pregnancy, labor, delivery or lactation. Childn <16 year.";"GI disturbances; CNS & musculoskeletal, urinary tract & renal, CV/hematological, resp tract disorders; dermatological & hypersensitivity reactions; bleeding; abnormal liver functions, asthenia, edema, weight gain, hepatic disorder, fever.";Dysmenorrhea - Primary.;Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Sulfitis;Fahrenheit;Sulfasalazine;Ulcerative colitis.;"Hypersensitivity to sulfonamide & salicylates; urinary & GI obstruction; porphyria. Lactation. Childn <2 year.";"Headache, nausea, loss of appetite, fever & rash; fatal leucopenia, neutropenia, thrombocytopenia & aplastic anemia; stomatitis, parotitis, pancreatitis, hepatitis; vertigo, tinnitus, peripheral neuropathy, ataxia, insomnia, convulsion, mental depression, aseptic meningitis, hallucination; hematuria, proteinuria, nephrotic syndrome, crystalluria, hypersensitivity reaction.";"Rheumatoid Arthritis; Juvenile Idiopathic Arthritis; Psoriatic Arthritis.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Teamic 500;Bufa Aneka;Mefenamic acid;Mild to moderate pain due to headache, toothache, primary dysmenorrhea, including pain due to trauma, muscle pain & post-op pain.;Hypersensitivity. Gastric & peptic ulcer, severe kidney disorders, patients in whom aspirin cause bronchospasm, allergic rhinitis & urticaria.;"Nausea, vomiting, diarrhea, abdominal pain; leucopenia, eosinophilia, thrombocytopenia, agranulocytopenia; drowsiness, dizziness, blurred vision, insomnia.";"Cancer Pain; Headache; Migraine Headache; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Psoriatic Arthritis; Heavy Menstrual Bleeding.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Tilarco;Coronet;Tenoxicam;Symptomatic treatment of RA, OA, ankylosing spondylitis, extra articular disorders eg, tendinitis, bursitis, periarthritis of shoulder or hips, strains & sprains, acute gout.;Hypersensitivity to salicylates & NSAIDs. Severe upper GIT diseases. Patients undergoing anesth or surgery.;"GI upsets; dizziness, headache; rash, erythema, urticaria; increase in BUN or creatinine, SGOT, SGPT, bilirubin. Decrease Hb, granulocytopenia; slight edema, photodermatosis.";"Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Gout; Psoriatic Arthritis; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Tilflam;Dexa Medica;Tenoxicam;RA, OA, ankylosing spondylitis, extra-articular inflammation, acute gouty arthritis.;Peptic/duodenal ulcer, patients with salicylate or other NSAID-induced asthma, rhinitis or urticaria.;"Gastralgia, nausea, pyrosis, diarrhea; urticaria, pruritus, rash; headache, dizziness.";"Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Gout; Psoriatic Arthritis; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Tofedex;Lapi;Dexketoprofen trometamol;Acute musculoskeletal pain, post-op pain, dysmenorrhea.;"History of asthma attack, bronchial asthma, bronchospasm, acute rhinitis, nasal polyp, urticaria, or angioneurotic edema; active or suspected gastric ulcer, chronic dyspepsia, gastric bleeding or other active bleeding, Crohn's disease or ulcerative colitis, severe heart failure, moderate-severe kidney dysfunction (CrCl <50 mL/min), severe liver impairment (Child Pugh score 10-15); hemorrhagic diathesis & other coagulation disorders or receiving anticoagulant therapy; neuraxial (intrathecal or epidural) administration. Pregnancy & lactation.";"Increase CV thrombotic events, MI & stroke; HTN; fluid retention & edema; GI inflammation, bleeding, gastric & intestinal ulceration & perforation.";"Chronic Pelvic Pain; Low Back Pain; Osteoarthritis; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Gout; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Tordex;Interbat;Dexketoprofen trometamol;"Mild to moderate pain intensity eg, musculoskeletal acute pain, dysmenorrhea, toothache; acute pain intensity eg, post-op pain.";Hypersensitivity to dexketoprofen trometamol or other NSAIDs. NSAID-induced asthma. Peptic ulcer/gastric bleeding. Hemorrhagic disorder. Severe heart failure. Kidney disorder. Severe hepatic disorder. Pregnancy & lactation.;HTN, tachycardia, dyspepsia, peptic ulcer, gastritis, headache, skin rash, pruritus. Nausea, vomiting, GI bleeding, anaphylaxis.;"Chronic Pelvic Pain; Low Back Pain; Osteoarthritis; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Gout; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Troflam;Tropica Mas Pharma;Diclofenac K;Short term treatment of acute post-traumatic pain eg, sprain, post-op pain & inflammation eg, tooth operation or orthopaedy. Adjuvant therapy in severe painful inflammation of ENT infection eg, tonsillopharyngitis & otitis.;Hypersensitivity. Gastric ulcer. Patients with history of NSAID-induced asthma, urticaria or rhinitis. Ischaemic heart, peripheral arterial & cerebrovascular disease. CHF (NYHA II-IV).;GI, CNS & peripheral nerve system, skin, urogenital, hematological effects. Increased SGOT/SGPT, hepatitis with or without jaundice, fulminant hepatitis. Hypersensitivity reactions eg, asthma, systemic anaphylaxis/anaphylactoid reactions. Edema.;"Cancer Pain; Headache; Migraine Headache; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Tonsillopharyngitis - Acute; Tonsillopharyngitis - Acute (Pediatric); Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Tropineuron;Tropica Mas Pharma;Metamizole Na 500 mg, vit B1 50 mg, vit B6 100 mg, vit B12 100 mcg;Relief of pain due to neuritis & neuralgia especially severe pain.;Hypersensitivity. Patients with systolic BP <100 mmHg. Pregnancy & lactation. Infant <6 month.;Allergic reactions, agranulocytosis.;"Cancer Pain; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Dysmenorrhea - Primary.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Tropistan;Tropica Mas Pharma;Mefenamic acid;"Relief of mild to moderate pain due to muscle injury & wounds; headache; post-op & postpartum pain; myalgia.";Hypersensitivity to aspirin & other NSAIDs. Renal disease, peptic ulcers, chronic inflammation of the GIT.;Nausea, vomiting, dyspepsia, abdominal pain, constipation, diarrhea, hemolytic anemia, thrombocytopenia, purpura, agranulocytosis, megaloblastic anemia, dizziness, drowsiness, insomnia.;"Cancer Pain; Headache; Migraine Headache; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Psoriatic Arthritis; Heavy Menstrual Bleeding.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Viron;Yarindo Farmatama;Metamizole 500 mg, vit B1 50 mg, vit B6 100 mg, vit B12 100 mcg;Severe pain due to neuritis & neuralgia.;Patients with systolic BP <100 mmHg. Pregnancy & lactation.;Hypersensitivity reactions, agranulocytosis.;"Cancer Pain; Dysmenorrhea - Primary.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Voltaren;Novartis Indonesia;Diclofenac Na;Tab/IM injection/Supp: Inflammatory & degenerative forms of rheumatism, RA, ankylosing spondylitis, osteoarthrosis & spondylarthritis. Painful syndromes of the vertebral column. Nonarticular rheumatism. Acute attacks of gout. IV infusion: Treatment or prevention of post-op pain in a hospital setting.;Hypersensitivity to diclofenac Na, Na metabisulphite (soln for injection only), ASA, other NSAIDs. Active gastric or intestinal ulcer, bleeding or perforation. Established CHF (NYHA II-IV). Ischemic heart disease. Peripheral arterial &/or cerebrovascular disease. Hepatic, renal (GFR <15 mL/min/1.73 m2) failure. Last trimester of pregnancy.;Headache, dizziness, vertigo, nausea, vomiting, diarrhea, dyspepsia, abdominal pain, flatulence, decreased appetite, increased transaminases, rash.;"Cancer Pain; Headache; Migraine Headache; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Tonsillopharyngitis - Acute; Tonsillopharyngitis - Acute (Pediatric); Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Voxib;Novell Pharma;Dexketoprofen trometamol;Mild to moderate acute musculoskeletal pain, dysmenorrhea, toothache & post-op pain.;Hypersensitivity to dexketoprofen or to any other NSAID. History of asthma, bronchospasm, acute rhinitis or nasal polyp, urticaria or angioneurotic edema, peptic ulcer or chronic dyspepsia, gastric bleeding or other active haemorrhage, Crohn's disease or ulcerative colitis, severe cardiac failure, moderate to severe renal dysfunction, severe liver dysfunction, haemorrhagic diathesis, coagulation disorder & anticoagulant therapy. Pregnancy & lactation.;Nausea, vomiting, pain at injection site (IV/IM), abdominal pain, diarrhea, dyspepsia.;"Chronic Pelvic Pain; Low Back Pain; Osteoarthritis; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Gout; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Xenifar;Ifars;Naproxen Na;RA, OA, ankylosing spondylitis. Acute gout. Post-op pain & primary dysmenorrhoea.;Asthma syndrome, rhinitis & nasal polyp due to aspirin or other NSAIDs. Third trimester of pregnancy & lactation.;Headache, drowsiness, dizziness, oedema, palpitation, tachycardia, nausea, dyspepsia, vomiting, diarrhea, tinnitus, alopecia, angioedema, GI bleeding, thrombocytopenia, eosinophilia, aplastic anemia, visual disturbances, erythema multiforme, nephrotic syndrome.;"Cancer Pain; Headache; Migraine Headache; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis; Tendinopathy; Heavy Menstrual Bleeding.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Xicalom;Solas;Piroxicam;Acute musculoskeletal disorders, OA, RA, ankylosing spondylitis. Acute gout.;Hypersensitivity to aspirin. History of GI bleeding or ulceration.;GI disturbances & bleeding, peptic ulceration, headache, dizziness, blurred vision, tinnitus, skin rash, pruritus, edema.;"Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Zegren;Lapi;Diclofenac Na;RA, ankylosing spondylitis, OA & spondylarthritis.;Peptic ulcer, asthma, allergy to aspirin or other NSAIDs.;GI disorders, edema, headache, dizziness, vertigo, rash, rarely peptic ulcer, GI bleeding.;"Cancer Pain; Headache; Migraine Headache; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Tonsillopharyngitis - Acute; Tonsillopharyngitis - Acute (Pediatric); Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Zephanal;Zenith Pharmaceuticals;Tramadol HCl;Acute & severe chronic pain. Post-op pain.;Addiction to other drugs/opioid, hypersensitivity to tramadol or other opiates. Concomitant use with MAOIs. Acute intoxicity with alcohol, hypnotics, analgesics or other CNS drugs.;Dizziness, vomiting, nausea, dry mouth, fatigue, dyspepsia, constipation, sedation, pruritus, sweating, skin redness, headache.;"Cancer Pain; Migraine Headache; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Low Back Pain; Osteoarthritis; Rheumatoid Arthritis; Psoriatic Arthritis.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Bamgetol;Mersifarma TM;Carbamazepine;Grand mal epilepsy, complex partial epilepsy (psychomotor or temporal lobe epilepsy) & combinations with epilepsy except for petit mal. Idiopathic trigeminal neuralgia, trigeminal neuralgia caused by multiple sclerosis, & idiopathic glossopharyngeal neuralgia.;Patients with impaired AV conduction & liver function, history of bone marrow depression. Concomitant use with MAOIs;Appetite loss, dry mouth, nausea, diarrhoea or constipation, headache, dizziness, somnolence, ataxia, confusion, agitation, visual accommodation disorders.;"Epilepsy; Epilepsy (Pediatric); Bipolar Disorder; Neuropathic Pain; Low Back Pain; Rheumatic Fever - Acute; Diabetes Insipidus.";Anticonvulsants / Drugs for Neuropathic Pain
